what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1368324955205
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1368324955269
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1368324955269
started,bundle,org.eclipse.jem.util,2.1.0.v201005130500,"org.eclipse.jem.util",1368324955269
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1368324955313
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1368324955318
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1368324955318
started,bundle,org.eclipse.php.core,2.2.0.v20100616-1900,"org.eclipse.php.core",1368324955318
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1368324955318
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1368324955318
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1368324955319
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1368324955319
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1368324955319
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1368324955319
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1368324955319
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1368324955319
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1368324955348
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1368324955348
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1368324955349
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1368324955349
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1368324955349
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1368324955349
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1368324955349
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1368324955349
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1368324955349
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1368324955349
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1368324955349
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1368324955349
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1368324955350
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1368324955350
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1368324955350
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1368324955350
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1368324955350
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1368324955350
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1368324955350
os,sysinfo,,,"linux",1368324955357
arch,sysinfo,,,"x86_64",1368324955357
ws,sysinfo,,,"gtk",1368324955357
locale,sysinfo,,,"en_GB",1368324955357
processors,sysinfo,,,"2",1368324955358
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1368324955358
java.runtime.version,sysinfo,,,"1.7.0_21-b11",1368324955358
java.specification.name,sysinfo,,,"Java Platform API Specification",1368324955358
java.specification.vendor,sysinfo,,,"Oracle Corporation",1368324955358
java.specification.version,sysinfo,,,"1.7",1368324955358
java.vendor,sysinfo,,,"Oracle Corporation",1368324955358
java.version,sysinfo,,,"1.7.0_21",1368324955358
java.vm.info,sysinfo,,,"mixed mode",1368324955358
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1368324955358
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1368324955358
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1368324955358
java.vm.specification.version,sysinfo,,,"1.7",1368324955358
java.vm.vendor,sysinfo,,,"Oracle Corporation",1368324955358
java.vm.version,sysinfo,,,"23.21-b01",1368324955358
