what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1368325108136
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1368325108149
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1368325108270
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1368325108289
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1368325108291
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1368325108317
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1368325108332
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1368325108348
os,sysinfo,,,"linux",1368325108377
arch,sysinfo,,,"x86_64",1368325108378
ws,sysinfo,,,"gtk",1368325108378
locale,sysinfo,,,"en_GB",1368325108378
processors,sysinfo,,,"2",1368325108378
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1368325108378
java.runtime.version,sysinfo,,,"1.7.0_21-b11",1368325108378
java.specification.name,sysinfo,,,"Java Platform API Specification",1368325108378
java.specification.vendor,sysinfo,,,"Oracle Corporation",1368325108378
java.specification.version,sysinfo,,,"1.7",1368325108378
java.vendor,sysinfo,,,"Oracle Corporation",1368325108378
java.version,sysinfo,,,"1.7.0_21",1368325108378
java.vm.info,sysinfo,,,"mixed mode",1368325108378
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1368325108378
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1368325108378
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1368325108378
java.vm.specification.version,sysinfo,,,"1.7",1368325108378
java.vm.vendor,sysinfo,,,"Oracle Corporation",1368325108378
java.vm.version,sysinfo,,,"23.21-b01",1368325108378
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1368325108586
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1368325108621
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1368325108642
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1368325108644
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1368325108724
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1368325108843
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1368325108851
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1368325109010
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1368325109150
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1368325109199
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20100616-1900,"org.eclipse.php.debug.daemon",1368325109220
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1368325109251
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1368325109539
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1368325109646
opened,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1368325109662
started,bundle,org.eclipse.php.server.core,2.2.0.v20100616-1900,"org.eclipse.php.server.core",1368325109664
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1368325109697
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1368325109731
started,bundle,org.eclipse.php.debug.core,2.2.0.v20100616-1900,"org.eclipse.php.debug.core",1368325110851
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1368325110902
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1368325111012
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1368325114514
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1368325114543
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1368325118162
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1368325124259
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1368325124598
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1368325124673
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1368325124705
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1368325126541
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1368325127285
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1368325127364
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1368325152016
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1368325152021
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1368325153545
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1368325153664
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1368325153732
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1368325154954
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1368325155297
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1368325155400
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1368325155435
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1368325155647
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1368325155853
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1368325156239
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1368325157004
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325157132
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325157848
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1368325158006
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325214003
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325214231
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1368325214345
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325216926
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325218337
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325219928
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1368325233058
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1368325233068
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1368325233525
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1368325233795
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1368325234019
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1368325234200
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1368325261010
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325261199
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325261347
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1368325261436
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325266754
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325294992
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325304422
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1368325312717
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325313157
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325319036
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325324953
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325375013
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1368325376085
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325386410
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325389698
activated,view,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.pde.runtime.LogView",1368325396613
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325403939
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325462184
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325471701
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325503800
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325514410
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325542395
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325559662
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325562214
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1368325562493
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325563890
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325575229
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325611093
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325613569
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325617942
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325626219
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325638990
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325645296
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325655863
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325669707
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1368325677923
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1368325678234
started,bundle,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui",1368325678518
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325688673
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325692268
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325695005
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325703983
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325707796
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325722858
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325728144
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325737045
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325738105
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325772631
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368325772804
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325774376
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325780592
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325782256
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368325782380
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325786600
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325789488
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325791054
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368325791178
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325803765
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325805453
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325807168
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325819281
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325941567
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368325941675
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325943253
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325946620
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325950074
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368325950171
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368325954131
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325959315
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368325997998
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368325998065
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368326000773
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326007415
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326014626
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368326014742
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368326016226
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326019179
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326022821
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368326022969
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368326025632
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326027124
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326028828
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368326028993
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368326033757
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1368326040258
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368326041814
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1368326041985
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326044380
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326046663
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368326046743
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326064371
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326069233
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326072608
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326095687
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368326098835
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326100186
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326106899
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368326106991
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368326108374
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326109831
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326113609
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368326113711
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326118054
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326124842
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326135212
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326154983
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368326157063
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326160743
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326304113
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368326304211
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368326306472
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326312095
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326313455
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368326313575
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326317468
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326323529
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1368326328428
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326330953
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326336911
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1368326337020
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326343519
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326374209
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326379767
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326415790
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326418976
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326481007
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326482937
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326525069
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326526032
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326545708
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326547512
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368326659143
